EIN2,CENSUS_CSA_FIPS,CENSUS_CBSA_FIPS,CENSUS_CBSA_NAME,CENSUS_CBSA_LEGAL_NAME,CENSUS_CBSA_LEGAL_CODE,geometry,CENSUS_BLOCK_CODE,CENSUS_BLOCK_FIPS,CENSUS_BLOCK_NAME,CENSUS_URBAN_AREA,CENSUS_URBAN_AREA_CODE,CENSUS_URBAN_AREA_TYPE,CENSUS_FUNCTIONAL_STATUS,CENSUS_BLOCK_HOUSING_UNIT_COUNT,CENSUS_BLOCK_POPULATION_COUNT,CENSUS_STATE_FIPS,CENSUS_COUNTY_FIPS,CENSUS_TRACT_CODE,CENSUS_TRACT_FIPS,CENSUS_TRACT_NAME,CENSUS_STATE_ABBR,CENSUS_COUNTY_NAME,CENSUS_STATE_NAME,ORG_FISCAL_YEAR,ORG_ADDR_FULL,ORG_ADDR_MATCH,LONGITDUE,LATITUDE,ADDR_TYPE,GEOCODER_SCORE,GEOCODER_MATCH
EIN-00-0000000,,,,,,0|0,,,,,,,,,,,,,,,,,,1996,",,",,0,0,,0,U
EIN-00-2144879,220,19820,"Detroit-Warren-Dearborn, MI","Detroit-Warren-Dearborn, MI Metro Area",M1,-82.996362|42.363423,1009,261635154001009,Block 1009,U,23824,U,S,14,42,26,163,515400,26163515400,Census Tract 5154,MI,Wayne County,Michigan,1989,"DETROIT,MI,48214-1801","48214-1801, Detroit, Michigan",-82.996362,42.363423,PostalExt,100,M
EIN-00-2144960,,29620,"Lansing-East Lansing, MI","Lansing-East Lansing, MI Metro Area",M1,-84.5522275374231|42.7341095517629,1008,260650067001008,Block 1008,U,47719,U,S,1,15,26,65,6700,26065006700,Census Tract 67,MI,Ingham County,Michigan,2010,"120 N WASHINGTON SQUARE,LANSING,MI,48933","120 N Washington Sq, Lansing, Michigan, 48933",-84.5522275374231,42.7341095517629,PointAddress,100,M
EIN-00-2145330,220,19820,"Detroit-Warren-Dearborn, MI","Detroit-Warren-Dearborn, MI Metro Area",M1,-83.123478|42.398667,2019,261635317002019,Block 2019,U,23824,U,S,16,39,26,163,531700,26163531700,Census Tract 5317,MI,Wayne County,Michigan,1989,"DETROIT,MI,48238-2858","48238-2858, Detroit, Michigan",-83.123478,42.398667,PostalExt,100,M
EIN-00-2145642,,29620,"Lansing-East Lansing, MI","Lansing-East Lansing, MI Metro Area",M1,-84.48291|42.736941,2001,260650041002001,Block 2001,U,47719,U,S,1,11,26,65,4100,26065004100,Census Tract 41,MI,Ingham County,Michigan,1989,"EAST LANSING,MI,48823-3341","48823-3341, East Lansing, Michigan",-84.48291,42.736941,PostalExt,100,M
EIN-00-2145711,266,13660,"Big Rapids, MI","Big Rapids, MI Micro Area",M2,-85.5449955|43.7575145212647,4037,261079604004037,Block 4037,R,,,S,14,23,26,107,960400,26107960400,Census Tract 9604,MI,Mecosta County,Michigan,2010,"23070 20 MILE RD,PARIS,MI,49338","23070 20 Mile Rd, Paris, Michigan, 49338",-85.5449955,43.7575145212647,PointAddress,100,M
EIN-00-2145799,,,,,,-84.953592|45.374859,2005,260479707002005,Block 2005,U,69022,U,S,3,3,26,47,970700,26047970700,Census Tract 9707,MI,Emmet County,Michigan,1989,"PETOSKEY,MI,49770-2488","49770-2488, Petoskey, Michigan",-84.953592,45.374859,PostalExt,100,M
EIN-00-2146175,,45900,"Traverse City, MI","Traverse City, MI Micro Area",M2,-85.6503767999999|44.9776571000001,1027,260899702021027,Block 1027,R,,,S,14,15,26,89,970202,26089970202,Census Tract 9702.02,MI,Leelanau County,Michigan,1989,"SUTTONS BAY,MI,49682-9801","49682, Suttons Bay, Michigan",-85.6503767999999,44.9776571000001,Postal,100,M
EIN-00-2146527,220,19820,"Detroit-Warren-Dearborn, MI","Detroit-Warren-Dearborn, MI Metro Area",M1,-83.0610315|42.330312,1058,261635208001058,Block 1058,U,23824,U,S,5,2,26,163,520800,26163520800,Census Tract 5208,MI,Wayne County,Michigan,1989,"DETROIT,MI,48226-2418","48226-2418, Detroit, Michigan",-83.0610315,42.330312,PostalExt,100,M
EIN-00-2146559,220,19820,"Detroit-Warren-Dearborn, MI","Detroit-Warren-Dearborn, MI Metro Area",M1,-82.8791899999999|42.600355,2021,260992451002021,Block 2021,U,23824,U,S,1,8,26,99,245100,26099245100,Census Tract 2451,MI,Macomb County,Michigan,1989,"MT CLEMENS,MI,48043-2478","48043, Mount Clemens, Michigan",-82.8791899999999,42.600355,Postal,100,M
EIN-00-2146755,220,19820,"Detroit-Warren-Dearborn, MI","Detroit-Warren-Dearborn, MI Metro Area",M1,-83.28687|42.5010750000001,2002,261251609002002,Block 2002,U,23824,U,S,800,1275,26,125,160900,26125160900,Census Tract 1609,MI,Oakland County,Michigan,1989,"SOUTHFIELD,MI,48034-3307","48034, Southfield, Michigan",-83.28687,42.5010750000001,Postal,100,M
EIN-00-2146945,220,19820,"Detroit-Warren-Dearborn, MI","Detroit-Warren-Dearborn, MI Metro Area",M1,-83.221145|42.4725100000001,2000,261251620002000,Block 2000,U,23824,U,S,0,0,26,125,162000,26125162000,Census Tract 1620,MI,Oakland County,Michigan,1989,"SOUTHFIELD,MI,48075-0000","48075, Southfield, Michigan",-83.221145,42.4725100000001,Postal,100,M
EIN-00-2147667,220,19820,"Detroit-Warren-Dearborn, MI","Detroit-Warren-Dearborn, MI Metro Area",M1,-83.2097205|42.451929,2001,261251622002001,Block 2001,U,23824,U,S,0,0,26,125,162200,26125162200,Census Tract 1622,MI,Oakland County,Michigan,1989,"SOUTHFIELD,MI,48075-4920","48075-4920, Southfield, Michigan",-83.2097205,42.451929,PostalExt,100,M
EIN-00-2147682,,29620,"Lansing-East Lansing, MI","Lansing-East Lansing, MI Metro Area",M1,-84.4811514|42.7260226000001,1024,260659800001024,Block 1024,U,47719,U,S,0,0,26,65,980000,26065980000,Census Tract 9800,MI,Ingham County,Michigan,1989,"E LANSING,MI,48824-0000","48824, East Lansing, Michigan",-84.4811514,42.7260226000001,Postal,100,M
EIN-00-2147722,394,34380,"Mount Pleasant, MI","Mount Pleasant, MI Micro Area",M2,-84.7758915|43.60455,2056,260739404002056,Block 2056,U,60112,U,S,15,40,26,73,940400,26073940400,Census Tract 9404,MI,Isabella County,Michigan,1989,"MT PLEASANT,MI,48858-2312","48858-2312, Mount Pleasant, Michigan",-84.7758915,43.60455,PostalExt,100,M
EIN-00-2147725,,45900,"Traverse City, MI","Traverse City, MI Micro Area",M2,-85.625325|44.7546650000001,3000,260555514003000,Block 3000,U,88300,U,S,14,30,26,55,551400,26055551400,Census Tract 5514,MI,Grand Traverse County,Michigan,1989,"TRAVERSE CITY,MI,49684-2730","49684, Traverse City, Michigan",-85.625325,44.7546650000001,Postal,100,M
EIN-00-2148030,266,24340,"Grand Rapids-Kentwood, MI","Grand Rapids-Kentwood, MI Metro Area",M1,-85.668265|42.9632,2003,260810020002003,Block 2003,U,34300,U,S,155,201,26,81,2000,26081002000,Census Tract 20,MI,Kent County,Michigan,1989,"GRAND RAPIDS,MI,49503-0000","49503, Grand Rapids, Michigan",-85.668265,42.9632,Postal,100,M
EIN-00-2148255,266,24340,"Grand Rapids-Kentwood, MI","Grand Rapids-Kentwood, MI Metro Area",M1,-85.67195|42.96642,1025,260810020001025,Block 1025,U,34300,U,S,15,20,26,81,2000,26081002000,Census Tract 20,MI,Kent County,Michigan,2011,"300 OLD KENT BLDG,GRAND RAPIDS,MI,49502","49502, Grand Rapids, Michigan",-85.67195,42.96642,Postal,87.5,M
EIN-00-2148269,266,24340,"Grand Rapids-Kentwood, MI","Grand Rapids-Kentwood, MI Metro Area",M1,-85.643028|42.946992,4007,260810032004007,Block 4007,U,34300,U,S,17,47,26,81,3200,26081003200,Census Tract 32,MI,Kent County,Michigan,1989,"GRAND RAPIDS,MI,49502-0000","49502-0000, Grand Rapids, Michigan",-85.643028,42.946992,PostalExt,100,M
EIN-00-2148271,266,24340,"Grand Rapids-Kentwood, MI","Grand Rapids-Kentwood, MI Metro Area",M1,-85.643028|42.946992,4007,260810032004007,Block 4007,U,34300,U,S,17,47,26,81,3200,26081003200,Census Tract 32,MI,Kent County,Michigan,1989,"GRAND RAPIDS,MI,49502-0000","49502-0000, Grand Rapids, Michigan",-85.643028,42.946992,PostalExt,100,M
EIN-00-2148305,,32100,"Marquette, MI","Marquette, MI Micro Area",M2,-87.39474|46.5507200000001,3014,261030002003014,Block 3014,U,54874,U,S,25,46,26,103,200,26103000200,Census Tract 2,MI,Marquette County,Michigan,1989,"MARQUETTE,MI,49855-0000","49855, Marquette, Michigan",-87.39474,46.5507200000001,Postal,100,M
EIN-00-2148346,220,19820,"Detroit-Warren-Dearborn, MI","Detroit-Warren-Dearborn, MI Metro Area",M1,-82.96113|42.4595400000001,3009,260992587003009,Block 3009,U,23824,U,S,44,122,26,99,258700,26099258700,Census Tract 2587,MI,Macomb County,Michigan,1989,"EAST DETROIT,MI,48021-0000","48021, Eastpointe, Michigan",-82.96113,42.4595400000001,Postal,99.9,M
EIN-00-2148468,515,35660,"Niles, MI","Niles, MI Metro Area",M1,-86.452055|42.11121,1016,260210004001016,Block 1016,U,7138,U,S,6,23,26,21,400,26021000400,Census Tract 4,MI,Berrien County,Michigan,1989,"BENTON HARBOR,MI,49022-0273","49022, Benton Harbor, Michigan",-86.452055,42.11121,Postal,100,M
EIN-00-2148508,408,35620,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-73.7668232|41.0312495000001,2000,361190093002000,Block 2000,U,63217,U,S,4,17,36,119,9300,36119009300,Census Tract 93,NY,Westchester County,New York,1989,"WHITE PLAINS,NY,10602-0000","10602, White Plains, New York",-73.7668232,41.0312495000001,Postal,100,M
EIN-00-2148530,310,28020,"Kalamazoo-Portage, MI","Kalamazoo-Portage, MI Metro Area",M1,-85.606425|42.2932950000001,4007,260770005004007,Block 4007,U,43723,U,S,5,17,26,77,500,26077000500,Census Tract 5,MI,Kalamazoo County,Michigan,1989,"KALAMAZOO,MI,49006-0000","49006, Kalamazoo, Michigan",-85.606425,42.2932950000001,Postal,100,M
EIN-00-2148618,,29620,"Lansing-East Lansing, MI","Lansing-East Lansing, MI Metro Area",M1,-84.484818|42.746958,2000,260650038022000,Block 2000,U,47719,U,S,382,526,26,65,3802,26065003802,Census Tract 38.02,MI,Ingham County,Michigan,1989,"EAST LANSING,MI,48823-2605","48823-2605, East Lansing, Michigan",-84.484818,42.746958,PostalExt,100,M
EIN-00-2148649,,10980,"Alpena, MI","Alpena, MI Micro Area",M2,-83.4320295|45.060354,2016,260070008002016,Block 2016,U,1684,U,S,19,35,26,7,400,26007000400,Census Tract 4,MI,Alpena County,Michigan,1989,"ALPEMI,49707-2822","49707-2822, Alpena, Michigan",-83.4320295,45.060354,PostalExt,84,M
EIN-00-2148691,266,24340,"Grand Rapids-Kentwood, MI","Grand Rapids-Kentwood, MI Metro Area",M1,-85.654449|42.976269,4002,260810012004002,Block 4002,U,34300,U,S,25,62,26,81,1200,26081001200,Census Tract 12,MI,Kent County,Michigan,1989,"GRAND RAPIDS,MI,49503-1732","49503-1732, Grand Rapids, Michigan",-85.654449,42.976269,PostalExt,100,M
EIN-00-2148803,,29620,"Lansing-East Lansing, MI","Lansing-East Lansing, MI Metro Area",M1,-84.548005|42.709665,3000,260650023003000,Block 3000,U,47719,U,S,31,62,26,65,2300,26065002300,Census Tract 23,MI,Ingham County,Michigan,1989,"LANSING,MI,48910-1008","48910, Lansing, Michigan",-84.548005,42.709665,Postal,100,M
EIN-00-2148810,220,19820,"Detroit-Warren-Dearborn, MI","Detroit-Warren-Dearborn, MI Metro Area",M1,-83.1431|42.41986,3008,261635385003008,Block 3008,U,23824,U,S,50,91,26,163,538500,26163538500,Census Tract 5385,MI,Wayne County,Michigan,1989,"DETROIT,MI,48221-0000","48221, Detroit, Michigan",-83.1431,42.41986,Postal,100,M
EIN-00-2148827,266,24340,"Grand Rapids-Kentwood, MI","Grand Rapids-Kentwood, MI Metro Area",M1,-85.643028|42.946992,4007,260810032004007,Block 4007,U,34300,U,S,17,47,26,81,3200,26081003200,Census Tract 32,MI,Kent County,Michigan,1989,"GRAND RAPIDS,MI,49502-0000","49502-0000, Grand Rapids, Michigan",-85.643028,42.946992,PostalExt,100,M
EIN-00-2148874,220,19820,"Detroit-Warren-Dearborn, MI","Detroit-Warren-Dearborn, MI Metro Area",M1,-83.06058|42.325025,1015,261639853001015,Block 1015,U,23824,U,S,0,0,26,163,520800,26163520800,Census Tract 5208,MI,Wayne County,Michigan,1989,"HIGHLAND PARK,MI,48231-0000","48231, Detroit, Michigan",-83.06058,42.325025,Postal,85,M
EIN-00-2149039,266,24340,"Grand Rapids-Kentwood, MI","Grand Rapids-Kentwood, MI Metro Area",M1,-85.75974|42.909275,2018,260810130002018,Block 2018,U,34300,U,S,14,35,26,81,13000,26081013000,Census Tract 130,MI,Kent County,Michigan,1989,"GRANDVILLE,MI,49418-1041","49418, Grandville, Michigan",-85.75974,42.909275,Postal,100,M
EIN-00-2149208,,,,,,-82.656279|43.841601,4034,260639512004034,Block 4034,R,,,S,18,21,26,63,951200,26063951200,Census Tract 9512,MI,Huron County,Michigan,1989,"HARBOR BEACH,MI,48441-1219","48441-1219, Harbor Beach, Michigan",-82.656279,43.841601,PostalExt,100,M
EIN-00-2149415,,,,,,-85.1239485|45.145206,1043,260290011001043,Block 1043,R,,,S,23,71,26,29,1100,26029001100,Census Tract 11,MI,Charlevoix County,Michigan,1989,"EAST JORDAN,MI,49727-0592","49727-0592, East Jordan, Michigan",-85.1239485,45.145206,PostalExt,100,M
EIN-00-2149502,220,22420,"Flint, MI","Flint, MI Metro Area",M1,-83.691792|43.01712,1059,260490028001059,Block 1059,U,29872,U,S,0,0,26,49,2800,26049002800,Census Tract 28,MI,Genesee County,Michigan,1989,"FLINT,MI,48502-1943","48502-1943, Flint, Michigan",-83.691792,43.01712,PostalExt,100,M
EIN-00-2149602,220,19820,"Detroit-Warren-Dearborn, MI","Detroit-Warren-Dearborn, MI Metro Area",M1,-83.222145|42.493275,3020,261251600003020,Block 3020,U,23824,U,S,0,0,26,125,160000,26125160000,Census Tract 1600,MI,Oakland County,Michigan,1989,"SOUTHFIELD,MI,48076-0000","48076, Southfield, Michigan",-83.222145,42.493275,Postal,100,M
EIN-00-2149626,,29620,"Lansing-East Lansing, MI","Lansing-East Lansing, MI Metro Area",M1,-85.016885|42.4454500000001,3054,260450208003054,Block 3054,R,,,S,10,42,26,45,20800,26045020800,Census Tract 208,MI,Eaton County,Michigan,1989,"BELLEVUE,MI,49021-0000","49021, Bellevue, Michigan",-85.016885,42.4454500000001,Postal,100,M
EIN-00-2149642,474,33220,"Midland, MI","Midland, MI Metro Area",M1,-84.223989|43.610823,2011,261112906002011,Block 2011,U,56980,U,S,0,0,26,111,290600,26111290600,Census Tract 2906,MI,Midland County,Michigan,1989,"MIDLAND,MI,48640-5681","48640-5681, Midland, Michigan",-84.223989,43.610823,PostalExt,100,M
EIN-00-2149664,474,13020,"Bay City, MI","Bay City, MI Metro Area",M1,-83.8873485|43.600527,1055,260172865001055,Block 1055,U,5869,U,S,0,0,26,17,286500,26017286500,Census Tract 2865,MI,Bay County,Michigan,1989,"BAY CITY,MI,48707-0159","48707-0159, Bay City, Michigan",-83.8873485,43.600527,PostalExt,100,M
EIN-00-2149888,220,19820,"Detroit-Warren-Dearborn, MI","Detroit-Warren-Dearborn, MI Metro Area",M1,-83.04052|42.32998,2008,261635172002008,Block 2008,U,23824,U,S,0,0,26,163,517200,26163517200,Census Tract 5172,MI,Wayne County,Michigan,1989,"DETROIT,MI,48243-0000","48243, Detroit, Michigan",-83.04052,42.32998,Postal,100,M
EIN-00-2149924,220,19820,"Detroit-Warren-Dearborn, MI","Detroit-Warren-Dearborn, MI Metro Area",M1,-83.088522|42.364386,1012,261635224001012,Block 1012,U,23824,U,S,27,35,26,163,522400,26163522400,Census Tract 5224,MI,Wayne County,Michigan,1989,"DETROIT,MI,48208-1285","48208-1285, Detroit, Michigan",-83.088522,42.364386,PostalExt,100,M
EIN-00-2150041,220,19820,"Detroit-Warren-Dearborn, MI","Detroit-Warren-Dearborn, MI Metro Area",M1,-82.8998344989628|42.4367207444607,3016,261635511003016,Block 3016,U,23824,U,S,33,80,26,163,551100,26163551100,Census Tract 5511,MI,Wayne County,Michigan,1989,"GROSSE POINTE WOODS,MI,48236-1763","48236, Grosse Pointe Woods, Michigan",-82.8998344989628,42.4367207444607,PostalLoc,100,M
EIN-00-2150176,266,24340,"Grand Rapids-Kentwood, MI","Grand Rapids-Kentwood, MI Metro Area",M1,-85.6730699999999|42.970375,1006,260810020001006,Block 1006,U,34300,U,S,87,111,26,81,2000,26081002000,Census Tract 20,MI,Kent County,Michigan,1989,"GRAND RAPIDS,MI,49501-4926","49501, Grand Rapids, Michigan",-85.6730699999999,42.970375,Postal,100,M
EIN-00-2150252,220,22420,"Flint, MI","Flint, MI Metro Area",M1,-83.68875|43.01361,1068,260490028001068,Block 1068,U,29872,U,S,0,0,26,49,2800,26049002800,Census Tract 28,MI,Genesee County,Michigan,1989,"FLINT,MI,48502-0000","48502, Flint, Michigan",-83.68875,43.01361,Postal,100,M
EIN-00-2150865,357,31540,"Madison, WI","Madison, WI Metro Area",M1,-89.318241|43.098372,3032,550250027003032,Block 3032,U,53200,U,S,1,11,55,25,2700,55025002700,Census Tract 27,WI,Dane County,Wisconsin,1989,"MADISON,WI,53707-7900","53707-7900, Madison, Wisconsin",-89.318241,43.098372,PostalExt,100,M
EIN-00-2151317,357,31540,"Madison, WI","Madison, WI Metro Area",M1,-89.4409554|43.0771980000001,1015,550250101001015,Block 1015,U,53200,U,S,64,137,55,25,10100,55025010100,Census Tract 101,WI,Dane County,Wisconsin,1989,"MADISON,WI,53705-2295","53705, Madison, Wisconsin",-89.4409554,43.0771980000001,Postal,100,M
EIN-00-2151475,376,33340,"Milwaukee-Waukesha, WI","Milwaukee-Waukesha, WI Metro Area",M1,-88.217001|43.005933,4005,551332025004005,Block 4005,U,57466,U,S,43,106,55,133,202500,55133202500,Census Tract 2025,WI,Waukesha County,Wisconsin,1989,"WAUKESHA,WI,53186-5594","53186-5594, Waukesha, Wisconsin",-88.217001,43.005933,PostalExt,100,M
EIN-00-2152071,357,27500,"Janesville-Beloit, WI","Janesville-Beloit, WI Metro Area",M1,-89.019245|42.6878850000001,2038,551050006002038,Block 2038,U,42562,U,S,18,48,55,105,100,55105000100,Census Tract 1,WI,Rock County,Wisconsin,1989,"JANESVILLE,WI,53545-2981","53545, Janesville, Wisconsin",-89.019245,42.6878850000001,Postal,100,M
EIN-00-2152445,,,,,,-76.3554195|37.721493,3033,511330203023033,Block 3033,R,,,S,30,39,51,133,20302,51133020302,Census Tract 203.02,VA,Northumberland County,Virginia,1989,"KILMARNOCK,VA,22482-1479","22482-1479, Kilmarnock, Virginia",-76.3554195,37.721493,PostalExt,100,M
EIN-00-2153560,357,31540,"Madison, WI","Madison, WI Metro Area",M1,-89.38971|43.075062,4005,550250016044005,Block 4005,U,53200,U,S,121,240,55,25,1604,55025001604,Census Tract 16.04,WI,Dane County,Wisconsin,1989,"MADISON,WI,53703-2213","53703-2213, Madison, Wisconsin",-89.38971,43.075062,PostalExt,100,M
EIN-00-2153894,232,32860,"Menomonie, WI","Menomonie, WI Micro Area",M2,-91.918225|44.872375,3034,550339708023034,Block 3034,U,56224,U,S,19,41,55,33,970802,55033970802,Census Tract 9708.02,WI,Dunn County,Wisconsin,1989,"MENOMONIE,WI,54751-0000","54751, Menomonie, Wisconsin",-91.918225,44.872375,Postal,100,M
EIN-00-2153936,376,33340,"Milwaukee-Waukesha, WI","Milwaukee-Waukesha, WI Metro Area",M1,-87.957351|43.021566,2003,550790160002003,Block 2003,U,57466,U,S,87,205,55,79,16000,55079016000,Census Tract 160,WI,Milwaukee County,Wisconsin,1989,"MILWAUKEE,WI,53215-1115","53215-1115, Milwaukee, Wisconsin",-87.957351,43.021566,PostalExt,100,M
EIN-00-2154435,376,33340,"Milwaukee-Waukesha, WI","Milwaukee-Waukesha, WI Metro Area",M1,-87.896412|43.046811,1001,550791869001001,Block 1001,U,57466,U,S,1578,2446,55,79,186900,55079186900,Census Tract 1869,WI,Milwaukee County,Wisconsin,1989,"MILWAUKEE,WI,53202-3098","53202-3098, Milwaukee, Wisconsin",-87.896412,43.046811,PostalExt,100,M
EIN-00-2154467,376,33340,"Milwaukee-Waukesha, WI","Milwaukee-Waukesha, WI Metro Area",M1,-87.90527|43.0437250000001,3000,550790144003000,Block 3000,U,57466,U,S,721,856,55,79,14400,55079014400,Census Tract 144,WI,Milwaukee County,Wisconsin,1989,"MILWAUKEE,WI,53202-0884","53202, Milwaukee, Wisconsin",-87.90527,43.0437250000001,Postal,100,M
EIN-00-2154926,,29100,"La Crosse-Onalaska, WI-MN","La Crosse-Onalaska, WI-MN Metro Area",M1,-91.246842|43.795062,2031,550630009002031,Block 2031,U,45910,U,S,0,0,55,63,900,55063000900,Census Tract 9,WI,La Crosse County,Wisconsin,1989,"LA CROSSE,WI,54601-5429","54601-5429, La Crosse, Wisconsin",-91.246842,43.795062,PostalExt,100,M
EIN-00-2155048,357,31540,"Madison, WI","Madison, WI Metro Area",M1,-89.318241|43.098372,3032,550250027003032,Block 3032,U,53200,U,S,1,11,55,25,2700,55025002700,Census Tract 27,WI,Dane County,Wisconsin,1989,"MADISON,WI,53707-7900","53707-7900, Madison, Wisconsin",-89.318241,43.098372,PostalExt,100,M
EIN-00-2155053,357,31540,"Madison, WI","Madison, WI Metro Area",M1,-89.318241|43.098372,3032,550250027003032,Block 3032,U,53200,U,S,1,11,55,25,2700,55025002700,Census Tract 27,WI,Dane County,Wisconsin,1989,"MADISON,WI,53707-7900","53707-7900, Madison, Wisconsin",-89.318241,43.098372,PostalExt,100,M
EIN-00-2155157,118,11540,"Appleton, WI","Appleton, WI Metro Area",M1,-88.40594|44.2670900000001,1010,550870103001010,Block 1010,U,2764,U,S,159,158,55,87,10100,55087010100,Census Tract 101,WI,Outagamie County,Wisconsin,1989,"APPLETON,WI,54911-0000","54911, Appleton, Wisconsin",-88.40594,44.2670900000001,Postal,100,M
EIN-00-2155273,376,33340,"Milwaukee-Waukesha, WI","Milwaukee-Waukesha, WI Metro Area",M1,-88.227275|43.0078500000001,2005,551332026002005,Block 2005,U,57466,U,S,42,98,55,133,202600,55133202600,Census Tract 2026,WI,Waukesha County,Wisconsin,1989,"WAUKESHA,WI,53186-4335","53186, Waukesha, Wisconsin",-88.227275,43.0078500000001,Postal,100,M
EIN-00-2155399,370,33100,"Miami-Fort Lauderdale-Pompano Beach, FL","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",M1,-80.092062|26.237043,2002,120110312042002,Block 2002,U,56602,U,S,654,532,12,11,31204,12011031204,Census Tract 312.04,FL,Broward County,Florida,1989,"POMPANO BEACH,FL,33062-5017","33062-5017, Pompano Beach, Florida",-80.092062,26.237043,PostalExt,100,M
EIN-00-2155533,340,30780,"Little Rock-North Little Rock-Conway, AR","Little Rock-North Little Rock-Conway, AR Metro Area",M1,-92.3331621|34.6844315000001,3019,51190020023019,Block 3019,U,50392,U,S,55,127,5,119,2002,5119002002,Census Tract 20.02,AR,Pulaski County,Arkansas,1989,"LITTLE ROCK,AR,72209-4327","72209, Little Rock, Arkansas",-92.3331621,34.6844315000001,Postal,100,M
EIN-00-2155667,,43100,"Sheboygan, WI","Sheboygan, WI Metro Area",M1,-87.71912|43.73472,3010,551170008003010,Block 3010,U,81118,U,S,43,90,55,117,800,55117000800,Census Tract 8,WI,Sheboygan County,Wisconsin,1989,"SHEBOYGAN,WI,53081-4964","53081, Sheboygan, Wisconsin",-87.71912,43.73472,Postal,100,M
EIN-00-2155795,376,33340,"Milwaukee-Waukesha, WI","Milwaukee-Waukesha, WI Metro Area",M1,-87.9649515|43.103718,1007,550790026001007,Block 1007,U,57466,U,S,39,90,55,79,2600,55079002600,Census Tract 26,WI,Milwaukee County,Wisconsin,1989,"MILWAUKEE,WI,53209-5830","53209-5830, Milwaukee, Wisconsin",-87.9649515,43.103718,PostalExt,100,M
EIN-00-2155846,376,33340,"Milwaukee-Waukesha, WI","Milwaukee-Waukesha, WI Metro Area",M1,-87.916045|43.039385,1041,550791863001041,Block 1041,U,57466,U,S,1,12,55,79,186300,55079186300,Census Tract 1863,WI,Milwaukee County,Wisconsin,1989,"MILWAUKEE,WI,53203-2103","53203, Milwaukee, Wisconsin",-87.916045,43.039385,Postal,100,M
EIN-00-2155960,376,33340,"Milwaukee-Waukesha, WI","Milwaukee-Waukesha, WI Metro Area",M1,-87.987609|43.08948,2014,550790036002014,Block 2014,U,57466,U,S,30,65,55,79,3600,55079003600,Census Tract 36,WI,Milwaukee County,Wisconsin,1989,"MILWAUKEE,WI,53216-2196","53216-2196, Milwaukee, Wisconsin",-87.987609,43.08948,PostalExt,100,M
EIN-00-2155994,426,37860,"Pensacola-Ferry Pass-Brent, FL","Pensacola-Ferry Pass-Brent, FL Metro Area",M1,-86.8211256070795|30.4181646768279,1015,121130108281015,Block 1015,U,61372,U,S,28,79,12,113,10828,12113010828,Census Tract 108.28,FL,Santa Rosa County,Florida,1989,"NAPLES,FL,33940-7807","Naples Ln, Navarre, Florida, 32566",-86.8211256070795,30.4181646768279,StreetName,79.31,T
EIN-00-2156216,357,31540,"Madison, WI","Madison, WI Metro Area",M1,-89.5145085|43.105266,1069,550250109081069,Block 1069,U,53200,U,S,0,0,55,25,10908,55025010908,Census Tract 109.08,WI,Dane County,Wisconsin,1989,"MIDDLETON,WI,53562-1743","53562-1743, Middleton, Wisconsin",-89.5145085,43.105266,PostalExt,100,M
EIN-00-2156237,376,33340,"Milwaukee-Waukesha, WI","Milwaukee-Waukesha, WI Metro Area",M1,-87.9149205|43.034607,3003,550791874003003,Block 3003,U,57466,U,S,0,0,55,79,187400,55079187400,Census Tract 1874,WI,Milwaukee County,Wisconsin,1989,"MILWAUKEE,WI,53201-1215","53201-1215, Milwaukee, Wisconsin",-87.9149205,43.034607,PostalExt,100,M
EIN-00-2156244,429,38060,"Phoenix-Mesa-Chandler, AZ","Phoenix-Mesa-Chandler, AZ Metro Area",M1,-112.078008|33.526638,1010,40131066001010,Block 1010,U,69184,U,S,154,366,4,13,106600,4013106600,Census Tract 1066,AZ,Maricopa County,Arizona,1989,"PHOENIX,AZ,85073-0000","85073-0000, Phoenix, Arizona",-112.078008,33.526638,PostalExt,100,M
EIN-00-2156258,370,33100,"Miami-Fort Lauderdale-Pompano Beach, FL","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",M1,-80.116695|26.186855,2015,120110403002015,Block 2015,U,56602,U,S,0,0,12,11,40402,12011040402,Census Tract 404.02,FL,Broward County,Florida,1989,"FORT LAUDERDALE,FL,33308-0000","33308, Fort Lauderdale, Florida",-80.116695,26.186855,Postal,100,M
EIN-00-2156307,357,31540,"Madison, WI","Madison, WI Metro Area",M1,-89.318241|43.098372,3032,550250027003032,Block 3032,U,53200,U,S,1,11,55,25,2700,55025002700,Census Tract 27,WI,Dane County,Wisconsin,1989,"MADISON,WI,53707-7900","53707-7900, Madison, Wisconsin",-89.318241,43.098372,PostalExt,100,M
EIN-00-2159059,462,12380,"Austin, MN","Austin, MN Micro Area",M2,-92.982168|43.672248,3008,270990003003008,Block 3008,U,4357,U,S,15,27,27,99,300,27099000300,Census Tract 3,MN,Mower County,Minnesota,1989,"AUSTIN,MN,55912-0351","55912-0351, Austin, Minnesota",-92.982168,43.672248,PostalExt,100,M
